Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,AGG,7.891e-05,0.00036964,0.00014987,7.891e-05,0.00036964,0.00014987,"ARIMA(2, 0, 0)",0.00014987,7.096e-05,-0.00021977,0.0,2026-W04
adj_close.csv,ARIMA,AGG,6.68e-05,0.00010993,3.995e-05,6.68e-05,0.00010993,3.995e-05,"ARIMA(2, 0, 0)",3.995e-05,-2.686e-05,0.00014987,0.0,2026-W05
adj_close.csv,ARIMA,AGG,0.0044189,0.00444386,0.00440392,0.0044189,0.00444386,0.00440392,"ARIMA(2, 0, 0)",-0.00440392,1.498e-05,3.995e-05,0.0,2026-W06
adj_close.csv,ARIMA,BND,0.00034787,0.00131796,0.00060416,0.00034787,0.00131796,0.00060416,"ARIMA(2, 0, 0)",0.00060416,0.00025629,-0.0007138,0.0,2024-W30
adj_close.csv,ARIMA,BND,0.00471465,0.00399674,0.0046009,0.00471465,0.00399674,0.0046009,"ARIMA(2, 0, 0)",0.0046009,-0.00011375,0.00060416,0.0,2024-W31
adj_close.csv,ARIMA,BND,0.00165991,0.00611176,0.00151086,0.00165991,0.00611176,0.00151086,"ARIMA(2, 0, 0)",-0.00151086,0.00014905,0.0046009,0.0,2024-W32
adj_close.csv,ARIMA,BND,0.00035638,0.00259121,0.00108034,0.00035638,0.00259121,0.00108034,"ARIMA(2, 0, 0)",0.00108034,0.00072396,-0.00151086,0.0,2024-W33
adj_close.csv,ARIMA,BND,0.00158673,0.00026195,0.00134229,0.00158673,0.00026195,0.00134229,"ARIMA(2, 0, 0)",0.00134229,-0.00024444,0.00108034,0.0,2024-W34
adj_close.csv,ARIMA,BND,0.00121396,0.0023885,0.00104621,0.00121396,0.0023885,0.00104621,"ARIMA(2, 0, 0)",-0.00104621,0.00016775,0.00134229,0.0,2024-W35
adj_close.csv,ARIMA,BND,0.00286165,0.00411632,0.00307011,0.00286165,0.00411632,0.00307011,"ARIMA(2, 0, 0)",0.00307011,0.00020846,-0.00104621,0.0,2024-W36
