Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,DIA,0.00457807,0.00090411,0.00441455,0.00457807,0.00090411,0.00441455,"ARIMA(0, 0, 1)",-0.00441455,0.00016352,-0.00351043,0.0,2024-W51
adj_close.csv,ARIMA,DIA,0.00066217,0.0052648,0.00085025,0.00066217,0.0052648,0.00085025,"ARIMA(0, 0, 1)",0.00085025,0.00018808,-0.00441455,0.0,2024-W52
adj_close.csv,ARIMA,DIA,0.00162893,0.00250691,0.00165665,0.00162893,0.00250691,0.00165665,"ARIMA(0, 0, 1)",-0.00165665,-2.773e-05,0.00085025,0.0,2025-W01
adj_close.csv,ARIMA,DIA,0.00469408,0.00296847,0.00462513,0.00469408,0.00296847,0.00462513,"ARIMA(0, 0, 1)",-0.00462513,6.896e-05,-0.00165665,0.0,2025-W02
adj_close.csv,ARIMA,DIA,0.00709726,0.01190901,0.00728389,0.00709726,0.01190901,0.00728389,"ARIMA(0, 0, 1)",0.00728389,0.00018663,-0.00462513,0.0,2025-W03
adj_close.csv,ARIMA,DIA,0.00569806,0.00193572,0.00534817,0.00569806,0.00193572,0.00534817,"ARIMA(0, 0, 1)",0.00534817,-0.00034989,0.00728389,0.0,2025-W04
adj_close.csv,ARIMA,DIA,0.00078504,0.00477707,0.0005711,0.00078504,0.00477707,0.0005711,"ARIMA(0, 0, 1)",0.0005711,-0.00021394,0.00534817,0.0,2025-W05
adj_close.csv,ARIMA,DIA,0.00099335,0.00159304,0.00102194,0.00099335,0.00159304,0.00102194,"ARIMA(0, 0, 1)",-0.00102194,-2.859e-05,0.0005711,0.0,2025-W06
adj_close.csv,ARIMA,DIA,0.00116463,0.00222344,0.00120149,0.00116463,0.00222344,0.00120149,"ARIMA(0, 0, 1)",0.00120149,3.687e-05,-0.00102194,0.0,2025-W07
adj_close.csv,ARIMA,DIA,0.00619828,0.00744328,0.00624179,0.00619828,0.00744328,0.00624179,"ARIMA(0, 0, 1)",-0.00624179,-4.351e-05,0.00120149,0.0,2025-W08
adj_close.csv,ARIMA,DIA,0.00168992,0.0081764,0.00193461,0.00168992,0.0081764,0.00193461,"ARIMA(0, 0, 1)",0.00193461,0.0002447,-0.00624179,0.0,2025-W09
